,Ward name,Borough name,City,Address,location,point
423,Ladywell,Lewisham,London,"Ladywell,Lewisham,London","Ladywell, Railway Terrace, Ladywell, London Borough of Lewisham, London, Greater London, England, SE13, United Kingdom","(51.4560257, -0.0191917, 0.0)"
424,Lee Green,Lewisham,London,"Lee Green,Lewisham,London","Lee Green, Eltham Road, Redbrick Estate, Blackheath, London Borough of Lewisham, London, Greater London, England, SE3 9DL, United Kingdom","(51.4561787, 0.0125108, 0.0)"
425,Lewisham Central,Lewisham,London,"Lewisham Central,Lewisham,London","Lewisham, London, Greater London, England, SE13 6BB, United Kingdom","(51.4624325, -0.0101331, 0.0)"
426,New Cross,Lewisham,London,"New Cross,Lewisham,London","New Cross, New Cross Road, Hughesfield Estate, New Cross, London Borough of Lewisham, London, Greater London, England, SE14 6TY, United Kingdom","(51.4763706, -0.0326237, 0.0)"
427,Perry Vale,Lewisham,London,"Perry Vale,Lewisham,London","Perry Vale, London Borough of Lewisham, London, Greater London, England, SE23 2JF, United Kingdom","(51.435121, -0.0430306, 0.0)"
428,Rushey Green,Lewisham,London,"Rushey Green,Lewisham,London","Rushey Green, Ladywell, London Borough of Lewisham, London, Greater London, England, SE6 4HQ, United Kingdom","(51.4462131, -0.0194075, 0.0)"
429,Sydenham,Lewisham,London,"Sydenham,Lewisham,London","Sydenham, Sydenham Station Approach, Sydenham High Street, Forest Hill, London Borough of Lewisham, London, Greater London, England, SE26 5EU, United Kingdom","(51.4269433, -0.0545387, 0.0)"
430,Telegraph Hill,Lewisham,London,"Telegraph Hill,Lewisham,London","Telegraph Hill, New Cross Gate, London Borough of Lewisham, London, Greater London, England, SE14 5LX, United Kingdom","(51.4686583, -0.0467923, 0.0)"
431,Whitefoot,Lewisham,London,"Whitefoot,Lewisham,London","Whitefoot Terrace, Burnt Ash Green, Downham, London Borough of Lewisham, London, Greater London, England, SE6 1UQ, United Kingdom","(51.4323248, 0.0051894, 0.0)"
432,Abbey,Merton,London,"Abbey,Merton,London","Merton Abbey Mills, A24, Merton, London Borough of Merton, London, Greater London, England, SW19 2RE, United Kingdom","(51.41305415, -0.18334646658823173, 0.0)"
433,Cannon Hill,Merton,London,"Cannon Hill,Merton,London","Cannon Hill, Southgate, London Borough of Enfield, London, Greater London, England, N14 6LH, United Kingdom","(51.622925, -0.1222316, 0.0)"
434,Colliers Wood,Merton,London,"Colliers Wood,Merton,London","Colliers Wood, High Street Colliers Wood, Merton, London Borough of Merton, London, Greater London, England, SW19 2HR, United Kingdom","(51.4182747, -0.1778626, 0.0)"
435,Cricket Green,Merton,London,"Cricket Green,Merton,London","Cricket Green, Mitcham, London Borough of Merton, London, Greater London, England, CR4 4FH, United Kingdom","(51.3998626, -0.1662482, 0.0)"
436,Dundonald,Merton,London,"Dundonald,Merton,London","Dundonald Road Recreation Ground, Merton Park, London Borough of Merton, London, Greater London, England, United Kingdom","(51.41518395, -0.2098550937853973, 0.0)"
437,Figge's Marsh,Merton,London,"Figge's Marsh,Merton,London","Figges Marsh, Mitcham, London Borough of Merton, London, Greater London, England, CR4, United Kingdom","(51.4145388, -0.16032940212473965, 0.0)"
438,Graveney,Merton,London,"Graveney,Merton,London","London Road, Mitcham, London Borough of Merton, London, Greater London, England, CR4 3LD, United Kingdom","(51.4112777, -0.1614945, 0.0)"
439,Hillside,Merton,London,"Hillside,Merton,London","Hillside, Cottenham Park, Wimbledon Village, London Borough of Merton, London, Greater London, England, SW19, United Kingdom","(51.4198517, -0.219768, 0.0)"
440,Lavender Fields,Merton,London,"Lavender Fields,Merton,London","Victoria Road / Lavender Fields, Victoria Road, Mitcham, London Borough of Merton, London, Greater London, England, CR4 3RL, United Kingdom","(51.4150216, -0.1719375, 0.0)"
441,Longthornton,Merton,London,"Longthornton,Merton,London","Longthornton Road, Lonesome, London Borough of Merton, London, Greater London, England, SW16, United Kingdom","(51.4083358, -0.1389892, 0.0)"
442,Lower Morden,Merton,London,"Lower Morden,Merton,London","Lower Morden, London Borough of Merton, London, Greater London, England, SM4 4SX, United Kingdom","(51.3897736, -0.2163635, 0.0)"
443,Merton Park,Merton,London,"Merton Park,Merton,London","Merton Park, London Borough of Merton, London, Greater London, England, SW19 3JE, United Kingdom","(51.4079938, -0.2019654, 0.0)"
444,Pollards Hill,Merton,London,"Pollards Hill,Merton,London","Pollards Hill, South Lodge Avenue, Lonesome, London Borough of Merton, London, Greater London, England, CR4 1QG, United Kingdom","(51.3989991, -0.1282598, 0.0)"
445,Ravensbury,Merton,London,"Ravensbury,Merton,London","The Ravensbury, Croydon Road, Mitcham, London Borough of Merton, London, Greater London, England, CR4 4JA, United Kingdom","(51.3977067, -0.157896, 0.0)"
446,Raynes Park,Merton,London,"Raynes Park,Merton,London","Raynes Park, Coombe Lane, Cottenham Park, Raynes Park, London Borough of Merton, London, Greater London, England, SW20, United Kingdom","(51.408966, -0.23054, 0.0)"
447,St. Helier,Merton,London,"St. Helier,Merton,London","St. Helier, Rhodes Moorhouse Court, Morden, London Borough of Merton, London, Greater London, England, SM4 5NR, United Kingdom","(51.3894612, -0.1989208, 0.0)"
448,Trinity,Merton,London,"Trinity,Merton,London","Trinity Church, St. Nicholas Way, Hackbridge, London Borough of Sutton, London, Greater London, England, SM1 1JB, United Kingdom","(51.36168085, -0.1936694936621964, 0.0)"
449,Village,Merton,London,"Village,Merton,London","London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)"
450,West Barnes,Merton,London,"West Barnes,Merton,London","West Barnes, London Borough of Merton, London, Greater London, England, KT3 6JN, United Kingdom","(51.3977576, -0.2383655, 0.0)"
451,Wimbledon Park,Merton,London,"Wimbledon Park,Merton,London","Wimbledon Park, London Borough of Merton, London, Greater London, England, SW19 8DH, United Kingdom","(51.4369518, -0.1993261, 0.0)"
452,Beckton,Newham,London,"Beckton,Newham,London","Beckton, London Borough of Newham, London, Greater London, England, E6 5XT, United Kingdom","(51.5160797, 0.0594257, 0.0)"
453,Boleyn,Newham,London,"Boleyn,Newham,London","The Boleyn, 1, Barking Road, Upton Park, London Borough of Newham, London, Greater London, England, E6 1PW, United Kingdom","(51.530422, 0.0381070001641728, 0.0)"
454,Canning Town North,Newham,London,"Canning Town North,Newham,London","Canning Town, Silvertown Way, Canning Town, London Borough of Newham, London, Greater London, England, E16 1YD, United Kingdom","(51.5139887, 0.0082987, 0.0)"
455,Canning Town South,Newham,London,"Canning Town South,Newham,London","Canning Town, Silvertown Way, Canning Town, London Borough of Newham, London, Greater London, England, E16 1YD, United Kingdom","(51.5139887, 0.0082987, 0.0)"
456,Custom House,Newham,London,"Custom House,Newham,London","Custom House Crossrail Station, Silvertown, London Borough of Newham, London, Greater London, England, United Kingdom","(51.50965175, 0.02604256380929878, 0.0)"
457,East Ham Central,Newham,London,"East Ham Central,Newham,London","East Ham, Sibley Grove, Manor Park, London Borough of Newham, London, Greater London, England, E12, United Kingdom","(51.5394005, 0.0526042, 0.0)"
458,East Ham North,Newham,London,"East Ham North,Newham,London","East Ham, Sibley Grove, Manor Park, London Borough of Newham, London, Greater London, England, E12, United Kingdom","(51.5394005, 0.0526042, 0.0)"
459,East Ham South,Newham,London,"East Ham South,Newham,London","East Ham, Sibley Grove, Manor Park, London Borough of Newham, London, Greater London, England, E12, United Kingdom","(51.5394005, 0.0526042, 0.0)"
460,Forest Gate North,Newham,London,"Forest Gate North,Newham,London","Forest Gate, London Borough of Newham, London, Greater London, England, E7 0NF, United Kingdom","(51.5495236, 0.0249248, 0.0)"
461,Forest Gate South,Newham,London,"Forest Gate South,Newham,London","Forest Gate, London Borough of Newham, London, Greater London, England, E7 0NF, United Kingdom","(51.5495236, 0.0249248, 0.0)"
462,Green Street East,Newham,London,"Green Street East,Newham,London","Green Street, Romford Road, Forest Gate, London Borough of Newham, London, Greater London, England, E7 8BF, United Kingdom","(51.5470365, 0.0315365, 0.0)"
463,Green Street West,Newham,London,"Green Street West,Newham,London","Green Street, Upton Park, London Borough of Newham, London, Greater London, England, E13 9AU, United Kingdom","(51.5327933, 0.0367734, 0.0)"
464,Little Ilford,Newham,London,"Little Ilford,Newham,London","Little Ilford, London Borough of Newham, London, Greater London, England, E12 5QR, United Kingdom","(51.550298, 0.0625225, 0.0)"
465,Manor Park,Newham,London,"Manor Park,Newham,London","Manor Park, London Borough of Newham, London, Greater London, England, E12 5AQ, United Kingdom","(51.5506867, 0.0476391, 0.0)"
466,Plaistow North,Newham,London,"Plaistow North,Newham,London","Plaistow, Hartsworth Close, West Ham, London Borough of Newham, London, Greater London, England, E13, United Kingdom","(51.5311544, 0.0166833, 0.0)"
467,Plaistow South,Newham,London,"Plaistow South,Newham,London","Plaistow, Hartsworth Close, West Ham, London Borough of Newham, London, Greater London, England, E13, United Kingdom","(51.5311544, 0.0166833, 0.0)"
468,Royal Docks,Newham,London,"Royal Docks,Newham,London","Panopolis, Hartmann Road, Silvertown, London Borough of Newham, London, Greater London, England, E16 2PX, United Kingdom","(51.5036827, 0.0496178, 0.0)"
469,Stratford and New Town,Newham,London,"Stratford and New Town,Newham,London","Stratford New Town, London Borough of Newham, London, Greater London, England, E15 1UL, United Kingdom","(51.5506778, 0.0029768, 0.0)"
470,Wall End,Newham,London,"Wall End,Newham,London","Wall End Road, Little Ilford, London Borough of Newham, London, Greater London, England, E6, United Kingdom","(51.5342327, 0.0624751, 0.0)"
471,West Ham,Newham,London,"West Ham,Newham,London","West Ham, Manor Road, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom","(51.5280966, 0.0045685, 0.0)"
472,Aldborough,Redbridge,London,"Aldborough,Redbridge,London","Aldborough Hall Farm, Little Heath, London Borough of Redbridge, London, Greater London, England, IG2 7TD, United Kingdom","(51.586408399999996, 0.10321465616477107, 0.0)"
473,Barkingside,Redbridge,London,"Barkingside,Redbridge,London","Barkingside, Station Road, Barkingside, London Borough of Redbridge, London, Greater London, England, IG6 1NA, United Kingdom","(51.5858181, 0.0886245, 0.0)"
474,Bridge,Redbridge,London,"Bridge,Redbridge,London","London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)"
475,Chadwell,Redbridge,London,"Chadwell,Redbridge,London","Chadwell Heath, London Borough of Redbridge, London, Greater London, England, RM6 4AD, United Kingdom","(51.5700474, 0.1297842, 0.0)"
476,Church End,Redbridge,London,"Church End,Redbridge,London","Church End, London Borough of Barnet, London, Greater London, England, N3 2BH, United Kingdom","(51.601117, -0.1918901, 0.0)"
477,Clayhall,Redbridge,London,"Clayhall,Redbridge,London","Clayhall Park, Barkingside, London Borough of Redbridge, London, Greater London, England, United Kingdom","(51.584975549999996, 0.06006712396483999, 0.0)"
478,Clementswood,Redbridge,London,"Clementswood,Redbridge,London","Clementswood Baptist Church, 132, Ilford Lane, Loxford, London Borough of Redbridge, London, Greater London, England, IG1 2LG, United Kingdom","(51.5531403, 0.0730408, 0.0)"
479,Cranbrook,Redbridge,London,"Cranbrook,Redbridge,London","Cranbrook Road, Loxford, London Borough of Redbridge, London, Greater London, England, IG1 4DU, United Kingdom","(51.5591192, 0.0702445, 0.0)"
480,Fairlop,Redbridge,London,"Fairlop,Redbridge,London","Fairlop, Forest Road, Barkingside, London Borough of Redbridge, London, Greater London, England, IG6 3HE, United Kingdom","(51.5959477, 0.0911302, 0.0)"
481,Fullwell,Redbridge,London,"Fullwell,Redbridge,London","Fullwell Cross Roundabout, Barkingside, London Borough of Redbridge, London, Greater London, England, IG6 2JP, United Kingdom","(51.5938864, 0.0854521, 0.0)"
482,Goodmayes,Redbridge,London,"Goodmayes,Redbridge,London","Goodmayes, Goodmayes Road, Goodmayes, London Borough of Redbridge, London, Greater London, England, IG3 9UH, United Kingdom","(51.565803, 0.1119305, 0.0)"
483,Hainault,Redbridge,London,"Hainault,Redbridge,London","Hainault, Davids Way, Hainault, London Borough of Redbridge, London, Greater London, England, IG6 3BH, United Kingdom","(51.6033163, 0.0933599, 0.0)"
484,Loxford,Redbridge,London,"Loxford,Redbridge,London","Loxford, Seven Kings, London Borough of Redbridge, London, Greater London, England, IG1 2PY, United Kingdom","(51.5481943, 0.084051, 0.0)"
485,Mayfield,Redbridge,London,"Mayfield,Redbridge,London","Mayfield Avenue, Queen Mary's Gate, Woodford, London Borough of Redbridge, London, Greater London, England, IG8 9JR, United Kingdom","(51.605382, 0.0237479, 0.0)"
486,Monkhams,Redbridge,London,"Monkhams,Redbridge,London","Monkham's Lane, Woodford, London Borough of Redbridge, London, Greater London, England, IG8 0NF, United Kingdom","(51.6131775, 0.0257998, 0.0)"
487,Newbury,Redbridge,London,"Newbury,Redbridge,London","Newbury Park, Eastern Avenue, Newbury Park, London Borough of Redbridge, London, Greater London, England, IG2, United Kingdom","(51.5754985, 0.0899693, 0.0)"
488,Roding,Redbridge,London,"Roding,Redbridge,London","Roding Valley, Station Approach, Woodford, London Borough of Redbridge, London, Greater London, England, IG9 6EY, United Kingdom","(51.6170812, 0.0437553, 0.0)"
489,Seven Kings,Redbridge,London,"Seven Kings,Redbridge,London","Seven Kings, High Road, Loxford, Seven Kings, London Borough of Redbridge, London, Greater London, England, IG3 8BS, United Kingdom","(51.5639058, 0.0968813, 0.0)"
490,Snaresbrook,Redbridge,London,"Snaresbrook,Redbridge,London","Snaresbrook, London Borough of Redbridge, London, Greater London, England, E11 1QX, United Kingdom","(51.5831734, 0.0228777, 0.0)"
491,Valentines,Redbridge,London,"Valentines,Redbridge,London","Valentines Park, Newbury Park, London Borough of Redbridge, London, Greater London, England, United Kingdom","(51.56885695, 0.07113179188081206, 0.0)"
492,Wanstead,Redbridge,London,"Wanstead,Redbridge,London","Wanstead, Eastern Avenue, Aldersbrook, Wanstead, London Borough of Redbridge, London, Greater London, England, E11 2JL, United Kingdom","(51.575646, 0.0286373, 0.0)"
493,Barnes,Richmond upon Thames,London,"Barnes,Richmond upon Thames,London","Barnes, London Borough of Richmond upon Thames, London, Greater London, England, SW13 0BP, United Kingdom","(51.4718962, -0.2387441, 0.0)"
494,East Sheen,Richmond upon Thames,London,"East Sheen,Richmond upon Thames,London","East Sheen, London, Greater London, England, SW14 8LA, United Kingdom","(51.4623706, -0.267094, 0.0)"
495,Fulwell and Hampton Hill,Richmond upon Thames,London,"Fulwell and Hampton Hill,Richmond upon Thames,London","Fulwell, Wellington Gardens, Hampton Hill, London Borough of Richmond upon Thames, London, Greater London, England, TW2 5NY, United Kingdom","(51.4337482, -0.3496847, 0.0)"
496,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,London,"Ham, Petersham and Richmond Riverside,Richmond upon Thames,London","Upper Ham Road, Petersham, London Borough of Richmond upon Thames, London, Greater London, England, TW10 7EN, United Kingdom","(51.4406054, -0.3041248, 0.0)"
497,Hampton,Richmond upon Thames,London,"Hampton,Richmond upon Thames,London","Hampton, London Borough of Richmond upon Thames, London, Greater London, England, TW12 2FA, United Kingdom","(51.4150272, -0.3691409, 0.0)"
498,Hampton North,Richmond upon Thames,London,"Hampton North,Richmond upon Thames,London","Hampton, London Borough of Richmond upon Thames, London, Greater London, England, TW12 2FA, United Kingdom","(51.4150272, -0.3691409, 0.0)"
499,Hampton Wick,Richmond upon Thames,London,"Hampton Wick,Richmond upon Thames,London","Hampton Wick, London Borough of Richmond upon Thames, London, Greater London, England, KT1 4DQ, United Kingdom","(51.4144519, -0.3126743, 0.0)"
500,Heathfield,Richmond upon Thames,London,"Heathfield,Richmond upon Thames,London","Heathfield, 29, Chestnut Avenue, The Beveree, Hampton, London Borough of Richmond upon Thames, London, Greater London, England, TW12 2QS, United Kingdom","(51.420316, -0.3734363999999992, 0.0)"
501,Kew,Richmond upon Thames,London,"Kew,Richmond upon Thames,London","Kew, London Borough of Richmond upon Thames, London, Greater London, England, TW9 3AB, United Kingdom","(51.4806629, -0.2919292, 0.0)"
502,Mortlake and Barnes Common,Richmond upon Thames,London,"Mortlake and Barnes Common,Richmond upon Thames,London",,
503,North Richmond,Richmond upon Thames,London,"North Richmond,Richmond upon Thames,London","Richmond, Church Road, North Sheen, London Borough of Richmond upon Thames, London, Greater London, England, TW9 2QE, United Kingdom","(51.4632072, -0.3004127, 0.0)"
504,St. Margarets and North Twickenham,Richmond upon Thames,London,"St. Margarets and North Twickenham,Richmond upon Thames,London","London Road Guest House, London Road, Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 1EF, United Kingdom","(51.4516433, -0.330377802000001, 0.0)"
505,South Richmond,Richmond upon Thames,London,"South Richmond,Richmond upon Thames,London","Richmond, Church Road, North Sheen, London Borough of Richmond upon Thames, London, Greater London, England, TW9 2QE, United Kingdom","(51.4632072, -0.3004127, 0.0)"
506,South Twickenham,Richmond upon Thames,London,"South Twickenham,Richmond upon Thames,London","Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom","(51.4467444, -0.3281887, 0.0)"
507,Teddington,Richmond upon Thames,London,"Teddington,Richmond upon Thames,London","Teddington, Station Road, Strawberry Hill, London Borough of Richmond upon Thames, London, Greater London, England, TW11 9AA, United Kingdom","(51.4244662, -0.3325731, 0.0)"
508,Twickenham Riverside,Richmond upon Thames,London,"Twickenham Riverside,Richmond upon Thames,London","Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom","(51.4467444, -0.3281887, 0.0)"
509,West Twickenham,Richmond upon Thames,London,"West Twickenham,Richmond upon Thames,London","Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom","(51.4467444, -0.3281887, 0.0)"
510,Whitton,Richmond upon Thames,London,"Whitton,Richmond upon Thames,London","Whitton, London Borough of Richmond upon Thames, London, Greater London, England, TW2 7LS, United Kingdom","(51.4511693, -0.3579759, 0.0)"
511,Brunswick Park,Southwark,London,"Brunswick Park,Southwark,London","Brunswick Park, Camberwell, London Borough of Southwark, London, Greater London, England, United Kingdom","(51.475618999999995, -0.08586958740689066, 0.0)"
512,Camberwell Green,Southwark,London,"Camberwell Green,Southwark,London","Camberwell Green, Camberwell, London Borough of Southwark, London, Greater London, England, United Kingdom","(51.474978449999995, -0.09264989856352934, 0.0)"
513,Cathedrals,Southwark,London,"Cathedrals,Southwark,London",,
514,Chaucer,Southwark,London,"Chaucer,Southwark,London","Chaucer, Sudrey Street, Borough, London Borough of Southwark, London, Greater London, England, SE1 0ED, United Kingdom","(51.4985655, -0.09097634066621132, 0.0)"
515,College,Southwark,London,"College,Southwark,London","Southwark, London, Greater London, England, SE1 0QB, United Kingdom","(51.5029222, -0.103458, 0.0)"
516,East Dulwich,Southwark,London,"East Dulwich,Southwark,London","East Dulwich, Grove Vale, Tappesfield Estate, East Dulwich, London Borough of Southwark, London, Greater London, England, SE22 8DY, United Kingdom","(51.4615604, -0.0803888, 0.0)"
517,East Walworth,Southwark,London,"East Walworth,Southwark,London","Walworth, London, Greater London, England, SE17, United Kingdom","(51.4901142, -0.0906603, 0.0)"
518,Faraday,Southwark,London,"Faraday,Southwark,London","Faraday, East Street, Walworth, London Borough of Southwark, London, Greater London, England, SE17, United Kingdom","(51.48555385, -0.08623713024547833, 0.0)"
519,Grange,Southwark,London,"Grange,Southwark,London","The Grange, Bermondsey Spa, Bermondsey, London Borough of Southwark, London, Greater London, England, SE1 3FP, United Kingdom","(51.4963612, -0.0770464, 0.0)"
520,Livesey,Southwark,London,"Livesey,Southwark,London","The Livesey Building, Old Kent Road, Tappesfield Estate, South Bermondsey, London Borough of Southwark, London, Greater London, England, SE15 1JS, United Kingdom","(51.481941649999996, -0.062403100000005346, 0.0)"
521,Newington,Southwark,London,"Newington,Southwark,London","Newington, Browning Street, Bermondsey Spa, Walworth, London Borough of Southwark, London, Greater London, England, SE17, United Kingdom","(51.48528865, -0.10161266013917428, 0.0)"
522,Nunhead,Southwark,London,"Nunhead,Southwark,London","Nunhead, Kimberley Avenue, Barset Estate, Nunhead, London Borough of Southwark, London, Greater London, England, SE15 3XH, United Kingdom","(51.4668348, -0.0523755, 0.0)"
523,Peckham,Southwark,London,"Peckham,Southwark,London","Peckham, London Borough of Southwark, London, Greater London, England, SE15 5DW, United Kingdom","(51.4734122, -0.0699321, 0.0)"
524,Peckham Rye,Southwark,London,"Peckham Rye,Southwark,London","Peckham Rye, Holly Grove, Tappesfield Estate, Peckham, London Borough of Southwark, London, Greater London, England, SE15 5BY, United Kingdom","(51.469919, -0.0696968, 0.0)"
525,Riverside,Southwark,London,"Riverside,Southwark,London","Southwark, London, Greater London, England, SE1 0QB, United Kingdom","(51.5029222, -0.103458, 0.0)"
526,Rotherhithe,Southwark,London,"Rotherhithe,Southwark,London","Rotherhithe, Brunel Road, Canada Water, London Borough of Southwark, London, Greater London, England, SE16 4LD, United Kingdom","(51.5007782, -0.0519063, 0.0)"
527,South Bermondsey,Southwark,London,"South Bermondsey,Southwark,London","South Bermondsey, Ilderton Road, Bermondsey Spa, South Bermondsey, London Borough of Southwark, London, Greater London, England, SE16 3BQ, United Kingdom","(51.4879512, -0.0544564, 0.0)"
528,South Camberwell,Southwark,London,"South Camberwell,Southwark,London","Camberwell, London Borough of Southwark, London, Greater London, England, SE5 7BU, United Kingdom","(51.4745706, -0.0925416, 0.0)"
529,Surrey Docks,Southwark,London,"Surrey Docks,Southwark,London","Surrey Docks, Tawny Way, Osprey Estate, Surrey Quays, London Borough of Southwark, London, Greater London, England, SE16 2NH, United Kingdom","(51.49307865, -0.04639640518134707, 0.0)"
530,The Lane,Southwark,London,"The Lane,Southwark,London","Southwark, London, Greater London, England, SE1 0QB, United Kingdom","(51.5029222, -0.103458, 0.0)"
531,Village,Southwark,London,"Village,Southwark,London","Southwark, London, Greater London, England, SE1 0QB, United Kingdom","(51.5029222, -0.103458, 0.0)"
532,Beddington North,Sutton,London,"Beddington North,Sutton,London","Beddington, London Borough of Sutton, London, Greater London, England, CR0 4TG, United Kingdom","(51.3719875, -0.1323928, 0.0)"
533,Beddington South,Sutton,London,"Beddington South,Sutton,London","Beddington, London Borough of Sutton, London, Greater London, England, CR0 4TG, United Kingdom","(51.3719875, -0.1323928, 0.0)"
534,Belmont,Sutton,London,"Belmont,Sutton,London","Belmont, Station Approach, London Borough of Sutton, London, Greater London, England, SM2 6DD, United Kingdom","(51.3438964, -0.1987852, 0.0)"
535,Carshalton Central,Sutton,London,"Carshalton Central,Sutton,London","Carshalton, London, Greater London, England, SM5 3AT, United Kingdom","(51.3657883, -0.1610857, 0.0)"
536,Carshalton South and Clockhouse,Sutton,London,"Carshalton South and Clockhouse,Sutton,London","Carshalton Road, Clockhouse, Wallington, London Borough of Sutton, London, Greater London, England, SM7 3HY, United Kingdom","(51.3299418, -0.1698928, 0.0)"
537,Cheam,Sutton,London,"Cheam,Sutton,London","Cheam, Station Approach, Worcester Park, London Borough of Sutton, London, Greater London, England, SM2 7AU, United Kingdom","(51.3556609, -0.2145128, 0.0)"
538,Nonsuch,Sutton,London,"Nonsuch,Sutton,London","Nonsuch High School, Ewell Road, Worcester Park, London Borough of Sutton, London, Greater London, England, SM3 8AB, United Kingdom","(51.3546203, -0.2236825, 0.0)"
539,St. Helier,Sutton,London,"St. Helier,Sutton,London","St Helier, London, Greater London, England, SM5 1BZ, United Kingdom","(51.3866947, -0.1800574, 0.0)"
540,Stonecot,Sutton,London,"Stonecot,Sutton,London","Stonecot Hill, London Borough of Sutton, London, Greater London, England, SM3 9HE, United Kingdom","(51.383526, -0.2142263, 0.0)"
541,Sutton Central,Sutton,London,"Sutton Central,Sutton,London","Sutton, London, Greater London, England, SM1 4FR, United Kingdom","(51.360398, -0.1906996, 0.0)"
542,Sutton North,Sutton,London,"Sutton North,Sutton,London","Sutton, London, Greater London, England, SM1 4FR, United Kingdom","(51.360398, -0.1906996, 0.0)"
543,Sutton South,Sutton,London,"Sutton South,Sutton,London","Sutton, London, Greater London, England, SM1 4FR, United Kingdom","(51.360398, -0.1906996, 0.0)"
544,Sutton West,Sutton,London,"Sutton West,Sutton,London","Sutton, London, Greater London, England, SM1 4FR, United Kingdom","(51.360398, -0.1906996, 0.0)"
545,The Wrythe,Sutton,London,"The Wrythe,Sutton,London","River Wrythe, London Borough of Sutton, London, Greater London, England, SM5 2JR, United Kingdom","(51.3670587, -0.1629561, 0.0)"
546,Wallington North,Sutton,London,"Wallington North,Sutton,London","Wallington, London Borough of Sutton, London, Greater London, England, SM6 0LT, United Kingdom","(51.357945, -0.1495621, 0.0)"
547,Wallington South,Sutton,London,"Wallington South,Sutton,London","Wallington, London Borough of Sutton, London, Greater London, England, SM6 0LT, United Kingdom","(51.357945, -0.1495621, 0.0)"
548,Wandle Valley,Sutton,London,"Wandle Valley,Sutton,London","River Wandle, London Borough of Sutton, London, Greater London, England, SM6 7DN, United Kingdom","(51.3709899, -0.1535374, 0.0)"
549,Worcester Park,Sutton,London,"Worcester Park,Sutton,London","Worcester Park, London Borough of Sutton, London, Greater London, England, KT4 8DP, United Kingdom","(51.3783998, -0.2416023, 0.0)"
550,Bethnal Green,Tower Hamlets,London,"Bethnal Green,Tower Hamlets,London","Bethnal Green, London, Greater London, England, E2 9RA, United Kingdom","(51.5303456, -0.0561633, 0.0)"
551,Blackwall & Cubitt Town,Tower Hamlets,London,"Blackwall & Cubitt Town,Tower Hamlets,London",,
552,Bow East,Tower Hamlets,London,"Bow East,Tower Hamlets,London","Bow East, 219-221, Bow, London Borough of Tower Hamlets, London, Greater London, England, United Kingdom","(51.5297195, -0.016727648696709507, 0.0)"
553,Bow West,Tower Hamlets,London,"Bow West,Tower Hamlets,London","Bow, London, Greater London, England, E3 2XF, United Kingdom","(51.5283085, -0.0194816, 0.0)"
554,Bromley North,Tower Hamlets,London,"Bromley North,Tower Hamlets,London",,
555,Bromley South,Tower Hamlets,London,"Bromley South,Tower Hamlets,London",,
556,Canary Wharf,Tower Hamlets,London,"Canary Wharf,Tower Hamlets,London","Canary Wharf, Isle of Dogs, London Borough of Tower Hamlets, London, Greater London, England, E14 4HD, United Kingdom","(51.50562, -0.0257169, 0.0)"
557,Island Gardens,Tower Hamlets,London,"Island Gardens,Tower Hamlets,London",,
558,Lansbury,Tower Hamlets,London,"Lansbury,Tower Hamlets,London","Lansbury Lawrence Primary School, Kerbey Street, Covenrry Cross Estate, Poplar, London Borough of Tower Hamlets, London, Greater London, England, E14 6AP, United Kingdom","(51.5136609, -0.0162461, 0.0)"
559,Limehouse,Tower Hamlets,London,"Limehouse,Tower Hamlets,London","Limehouse, London, Greater London, England, E14 7GF, United Kingdom","(51.5133074, -0.0351492, 0.0)"
560,Mile End,Tower Hamlets,London,"Mile End,Tower Hamlets,London","Mile End, Mile End Road, Globe Town, Mile End, London Borough of Tower Hamlets, London, Greater London, England, E3 4SS, United Kingdom","(51.5253378, -0.033435, 0.0)"
561,Poplar,Tower Hamlets,London,"Poplar,Tower Hamlets,London","Poplar, London, Greater London, England, E14 0EA, United Kingdom","(51.5110713, -0.0144629, 0.0)"
562,St. Dunstan's,Tower Hamlets,London,"St. Dunstan's,Tower Hamlets,London","St Dunstan's, Belgrave Street, Globe Town, Stepney, London Borough of Tower Hamlets, London, Greater London, England, E1 3DG, United Kingdom","(51.5168368, -0.04165835977070063, 0.0)"
563,St. Katharine's & Wapping,Tower Hamlets,London,"St. Katharine's & Wapping,Tower Hamlets,London",,
564,St. Peter's,Tower Hamlets,London,"St. Peter's,Tower Hamlets,London",,
565,Shadwell,Tower Hamlets,London,"Shadwell,Tower Hamlets,London","Shadwell, Cable Street, Globe Town, St. George in the East, London Borough of Tower Hamlets, London, Greater London, England, E1 2QL, United Kingdom","(51.51125, -0.0569241, 0.0)"
566,Spitalfields & Banglatown,Tower Hamlets,London,"Spitalfields & Banglatown,Tower Hamlets,London",,
